source,rating,text,date,order_type,meal_type,price_per_person,food_rating,service_rating,atmosphere_rating,recommended_dishes,wait_time,user_location,user_reviews,user_elite,feedback_useful,feedback_funny,feedback_cool
Yelp,5.0,It was just amazing! First time at this place. We ordered Wonton soup and Fried rice. We didn't expect the way how nice they'll serve the soup. So we shared the meal. Everything was super delicious. Inside was nice and clean too. They do have lunch specials but we didn't try it. I believe our check was $20 for two meals. Recommend this place.,2017-12-14T04:06:38Z,,,,,,,,,"Los Angeles, CA",53.0,,0.0,0.0,0.0
Yelp,1.0,Ewe !!!!!!! Food wasn't so great !!!!! Service was good.... food upset my Taste buds Most like won't come back,2018-11-01T19:16:09Z,,,,,,,,,"San Fernando, CA",23.0,,2.0,1.0,0.0
Yelp,5.0,"MY FAVORITE THAI FOOD EVER. Amazing flavors, must have - pad see ew, shrimp tom yum, orange chicken, and honestly the most flavorful shrimp fried rice I've ever had! I love everything about this small restaurant, the owner is very kind the food is always fresh and delicious. The only problem here is the parking!! Good luck finding a spot!",2019-06-25T20:01:28Z,,,,,,,,,"Los Angeles, CA",144.0,,0.0,0.0,0.0
Yelp,5.0,"I've been coming here for YEARS with my family even the one before this location . ABSOLUTELY just fantastic , quality , authentic Thai food ! Above and beyond customer service always ! Makes you feel like family and always accommodating in every way to make the customer feel welcomed and taken care of ! Food is so delicious and seasoning is just right ! Recommendations : All the soups Chicken and shrimp fried rice Thai ice tea Egg rolls Satay chicken Honestly the whole menu !",2019-09-05T21:43:33Z,,,,,,,,,"Los Angeles, CA",6.0,,0.0,0.0,0.0
Yelp,4.0,"Great food and the service is fast! My wife and our friend went here for lunch today. We have the crab fried rice, chicken salad, crying tiger and soup medium spice. I will be back to order for myself and I will get that heat...LOL! Everything was good! I appreciate that our waiter didn't rush us to order and when we did the food came out quick. We will be back soon!",2019-05-12T04:29:16Z,,,,,,,,,"Pasadena, CA",142.0,26.0,0.0,0.0,0.0
Yelp,5.0,"It was my first time here, and the food and service was great :) There is a lot to choose from on their menu.",2021-08-28T22:14:31Z,,,,,,,,,"Huntington Beach, CA",5.0,,0.0,0.0,0.0
Yelp,5.0,This place has a good customer service and good food quality! I was late for more than 30 mins picking up my order but the guy on the front insisted that he will make me another one since the noodles from pad thai and pad see eww are both soggy and not good anymore. He was very nice even if it was my fault picking up the food! If youre craving thai food in the valley area drop by here and you will not get disappointed! GOOD FOOD AND GREAT CUSTOMER SERVICE!!,2019-11-05T03:54:39Z,,,,,,,,,"Los Angeles, CA",3.0,,0.0,0.0,0.0
Yelp,3.0,"It was our first time there! Let me start by saying the guy at the register was by nice or At lease not rude but not a good sever never asked if we needed anything, I had to call him from the back for mor water. We ate there and the places is really hot no AC. Moving on to the Food, yellow curry was good but too many veggies and not enough meet!! Same with the King Pau chicken, flavor is good but too much of everything and not enough meat, We also got the Tom Yum seafood soup and that was okay, not bad but not the best!!",2023-06-26T02:55:37Z,,,,,,,,,"Granada Hills, Granada Hills, CA",5.0,,0.0,0.0,0.0
Yelp,2.0,"The pad Woon Sen full of oil, very dark. Veggies not so good. The chicken is just like leather, very dry.. the Thai tea is pretty good the price is good..I found it to be extremely sweet. The food wasn't as good as it was before at the old location.",2023-06-20T19:30:52Z,,,,,,,,,"Chatsworth, Los Angeles, CA",56.0,,0.0,0.0,0.0
Yelp,5.0,Excellent shrimp pad Thai and the mango & sticky rice (when in season ) is delicious.,2021-07-22T00:07:32Z,,,,,,,,,"Los Angeles, CA",31.0,,0.0,0.0,0.0
Yelp,5.0,Very goood! Foods great and tasty and very good portions! I would recommend this place over any near by thai place,2023-04-15T02:28:47Z,,,,,,,,,"Canyon Country, Santa Clarita, CA",4.0,,0.0,0.0,0.0
Yelp,5.0,"My partner and I have seen this little spot pop up on our feed a lot since we are in the San Fernando area and it was an awesome stop! We ordered the calamari, which was a little spicy so if you can't handle that avoid it but we love ourselves some spice and the dipping sauce for it was nice and sweet. We also ordered the yellow curry and orange chicken, which were great as well. The yellow curry does not come with rice, but we were planning on getting some on the side anyway. We ordered the mild level spice for the curry and it was pleasantly spicy as well, but if you're going solo on it the spice does catch up with you about halfway through the bowl. The orange chicken was awesome, it was crunchy and sweet but the meat was tender, hot and the serving for it was a good plate full but it is a la carte so keep that in mind as well. The service was good, nothing crazy since it's a small shop so if you're expecting to come in and for them to table touch often it's not that style of restaurant. All in all i would probably order out from here more than anything but if you want a nice little quiet spot to have some delicious Thai food this is a good place to stop in some time :)",2024-02-26T03:10:30Z,,,,,,,,,"Los Angeles, CA",1.0,,0.0,0.0,0.0
Yelp,4.0,"OMG... Spice up brought flavor and spice to perfection ! We ordered Tom Yum soup and vegetable egg rolls. Egg rolls were ok, but the soup was incredible!!!",2020-09-21T04:22:03Z,,,,,,,,,"Granada Hills, Granada Hills, CA",81.0,,1.0,1.0,1.0
Yelp,5.0,I can't believe I haven't reviewed this place yet. THE BEST TOM KHA SOUP EVER!!! I am so glad that covid didn't shut this place down. They kept on delivering! And I am glad they did. This is my go-to place for Thai. I have never had a bad dish from this place. I usually buy an extra container of Tom Yum or Tom Kha to take home with me because it is so delicious. So is their green papaya salad!,2020-10-08T16:35:35Z,,,,,,,,,"Los Angeles, CA",153.0,,1.0,0.0,0.0
Yelp,5.0,Always excellent food and service. The panang curry is flavorful and delicious! You won't be disappointed.,2022-05-09T00:13:09Z,,,,,,,,,"Westlake Village, CA",17.0,,0.0,0.0,0.0
Yelp,5.0,"Me and my girl were looking for a place to eat and we looked thru yelp and found this interesting place. Had a bit of a hard time finding a parking but so worth the wait since this is a great place to eat and amazing lunch specials. The service was excellent made me fell at home , great customer service. We got to meet Apple with a wonderful personality. Will definitely be coming back. New place that just recently opened a great place with many wonderful dishes to try. Great hospitality.",2017-02-16T22:38:31Z,,,,,,,,,"Los Angeles, CA",20.0,,0.0,0.0,0.0
Yelp,5.0,Man the food is amazing!!!! Came on Thursday and came back two days later . The service was good as well,2023-06-05T18:16:43Z,,,,,,,,,"Pacoima, Los Angeles, CA",7.0,,0.0,0.0,0.0
Yelp,5.0,"This place is the go to place in the valley, there honest and the food is top of the line good portions!!!! This is my go to place from now on! I have been searching for a reall good Thai restaurant and I finally found it!!!!!!!!",2023-04-16T03:49:48Z,,,,,,,,,"Reseda, Los Angeles, CA",8.0,,0.0,0.0,0.0
Yelp,5.0,"Drove almost 40 mins just try the Thai food because I saw it recommended when I searched up authentic pad Thai. Let me tell you, it was worth every mile. Easily the best pad Thai I've had in years!! I also ordered some orange chicken, spicy basil, and Thai teas and they were all solid. Service was great and fast and the server was polite and got me everything I needed with no hesitation. Their Thai fish sauce is super good and spicy and whats a plus is that it goes on with just about everything they serve. If you haven't tried this restaurant, IT IS A MUST TRY.",2021-08-27T00:31:18Z,,,,,,,,,"Arcadia, CA",9.0,,0.0,0.0,0.0
Yelp,5.0,Great tasting food at a very reasonable price. We got the Pananag Curry and Larb. Both were excellent!,2023-04-02T18:51:43Z,,,,,,,,,"Thousand Oaks, CA",8.0,,0.0,0.0,0.0
Yelp,5.0,This place is a must. All their curries are delicious and perfect during cold weather. Good selection of veggie options as well.,2021-04-22T07:07:20Z,,,,,,,,,"Los Angeles, CA",27.0,,0.0,0.0,0.0
Yelp,5.0,"My husband and I were in town from Monterey for a night and decided we wanted Thai food. We found this restaurant on YELP and since it had great reviews we decided to try it. Long story short, this was THE BEST THAI FOOD we have ever eaten! I got chicken pad Thai and the flavor and spice was on point. My husband ordered the curry chicken, and while I'm not a huge fan of curry, I could've swam in that sauce! It was delicious!! I felt a little emotional while eating the food The owner waited on us, and I couldn't believe that they had been opened for barely two weeks! She was so friendly, attentive and knowledgeable. I highly recommend this restaurant!! We would drive the 4+ hours just to eat here again!!",2017-01-22T20:00:46Z,,,,,,,,,"Salinas, CA",2.0,,0.0,0.0,0.0
Yelp,5.0,"This is definitely a newer restaurant but it has the best Thai I've had in a while. Yes, it's a little smaller than average but there are a large variety of food you can pick from. We got curry, soup, and others and all of it was delicious! The service is quick and the owner is so friendly and interactive. Definitely check this place out if you're craving some good Thai food! The mango and sticky rice is to die for by the way!",2018-03-03T03:22:48Z,,,,,,,,,"San Francisco, CA",4.0,,2.0,0.0,1.0
Yelp,5.0,"Some of the best Thai food I've had in a long time. I was bummed to learn they were shutting down for a bit, but can't wait until it reopens!",2022-07-27T02:06:46Z,,,,,,,,,"Los Angeles, CA",23.0,,0.0,0.0,1.0
Yelp,5.0,AWESOME! Have been coming here for years at their old location-they are the best! Love all the dishes we have tried.,2023-01-06T01:17:22Z,,,,,,,,,"Granada Hills, CA",56.0,,0.0,0.0,0.0
Yelp,5.0,Amazingly tasty good food. Highly recommend the Pad Thai if you're not into really spicy food (that would be me!) and any of the curries if you like it spicy! My hubs loved it all. 5 stars!,2021-02-25T03:16:55Z,,,,,,,,,"Van Nuys, CA",27.0,,0.0,0.0,0.0
Yelp,5.0,Nice small Thai Food restaurant with friendly staff and great food. Ordered several times online and in person over the years. This place is really good Thai food. Must try!,2021-09-08T22:34:06Z,,,,,,,,,"Los Angeles, CA",9.0,,0.0,0.0,0.0
Yelp,2.0,"I placed an order online for pick up, takeout, to go, on the Yelp app thru Eat24. This was on a very slow Sunday night. It was for panang curry chicken and Pad Thai chicken. I specifically requested mild spice for each of my dishes. I also paid an extra $2 to get extra chicken in my panang curry chicken. I qualified for a free Thai iced tea and I ordered that too, through the app. This was all done through the computer so it was all clearly on my order ticket. When I went to pick up my order, there was only one couple in the restaurant. It was a very slow time. The Thai iced tea was not included with my order, I had to ask for it. When I got my food home to eat, both dishes were extremely spicy - the chef had ignored my specification for mild spice. Also there was no extra chicken in my panang curry. I paid 2 extra dollars to get the extra chicken and it was not included. In fact, it seemed like there was less chicken than normal for some reason. It seemed as though the chef ignored the specifications on the order ticket and just gave me the default orders with extreme spice and no extra chicken. Then, the person putting together my order to go ignored the Thai iced tea that was also clearly on the order ticket. This restaurant cannot be trusted to make an order accurately. If you order your food for takeout - beware. Check the whole order, including taste the dishes before you leave the restaurant to make sure they're not the wrong spice level. It's too much trouble for me as a customer to worry about these things so I will never return to this restaurant again. There are plenty of excellent Thai restaurants in the close vicinity that will give you exactly what you order. I will be patronizing them from now on. I suggest you do the same.",2017-12-13T02:07:56Z,,,,,,,,,"San Fernando Valley, CA",8.0,,3.0,0.0,0.0
Yelp,4.0,The food there is good. Had the Orange Chicken. Nice and crispy outer with good chicken. The crab cheese Rangoon's were good but the four tips were a bit over cooked. Food is fresh made when you order. Small busy parking lot,2018-04-18T04:43:35Z,,,,,,,,,"Los Angeles, CA",4.0,,1.0,0.0,0.0
Yelp,5.0,Would never drive by this place and think I should pop in... But thanks for the reviews on here it was something I was willing to try. Hands-down the best panang curry In the valley so far... That's no small thing.,2020-02-20T22:06:45Z,,,,,,,,,"North Hills, CA",5.0,,1.0,0.0,0.0
Yelp,5.0,This is solid Thai food. I love Spice Up Thai. It's my go-to Thai place in the Valley. Their Chow Mein and yellow curries are both exceptional.,2021-12-17T23:50:38Z,,,,,,,,,"Los Angeles, CA",10.0,,1.0,1.0,1.0
Yelp,5.0,"I ordered takeout from here on uber eats' and the food is really delicious! Everything was cooked with amazing flavor. Also the price is good for the portions. I definitely recommend this place for anyone looking for good thai food!!! I can't speak much on the service because I didn't eat inside, but our food arrived quite fast with uber eats delivery.",2019-12-06T03:44:33Z,,,,,,,,,"Los Angeles, CA",35.0,,1.0,1.0,1.0
Yelp,4.0,"Who else was bummed when Sweet Basil just got up and left us like we meant nothing to them ?!! Spice Up Thai took it's place and after complaining about not having good Thai since Sweet basil left we decided to go in and try the new place. Food was excellent ! Started with the Spicy chicken salad(Mild) and my it was HOT but delicious. Mocos running down my nose and sweaty face but oohhhh sooo good. Thai tea was perfection, Chicken Satay has a great flavor and the Pad Thai was excellent . The owner was so friendly and kept checking in with us and even offered to take the salad off of our menu since I said it was spicy . Place got a new face lift and the go go orders wouldn't stop coming in so they are doing something right . A must try !",2018-01-14T04:11:53Z,,,,,,,,,"Los Angeles, CA",282.0,,1.0,0.0,0.0
Yelp,5.0,Super delicious drunken noodles! They have a spicy sauce on the side so I can add myself to taste.,2021-06-10T20:10:44Z,,,,,,,,,"Lewiston, ME",9.0,,0.0,0.0,0.0
Yelp,5.0,"BEST THAI FOOD I'VE EVER HAD (PERIOD) I order their food weekly, and I am never disappointed, from the egg rolls to the mango sticky rice simply delicious. Apple rocks, she is such a sweetheart.",2018-09-03T22:55:23Z,,,,,,,,,"Los Angeles, CA",11.0,,0.0,0.0,0.0
Yelp,5.0,The food NEVER fails. We always get the food to go AND the way they package it remains HOT until we arrive at home. Food is very flavorful. My whole family enjoys their food.,2019-10-21T19:14:18Z,,,,,,,,,"San Fernando, CA",10.0,,2.0,0.0,1.0
Yelp,5.0,Great Thai food. They were 10 mins from closing and still took my huge order. With this pandemic going on it seems as if everything closes super early now. Thanks Spice Up Thai Eatery for taking the extra time to care.,2020-08-15T16:37:05Z,,,,,,,,,"North Hills, Los Angeles, CA",32.0,,0.0,0.0,0.0
Yelp,5.0,"This place is phenomenal, the Tom Yum soup is one of the best I've ever had. I've tried a few other Thai eateries in the area with better ratings than here and they do not even come close in comparison.",2020-03-01T04:35:55Z,,,,,,,,,"La Crescenta-Montrose, CA",72.0,,0.0,0.0,1.0
Yelp,5.0,"Love this place! Great customer service and the food taste great! My husband and I have tried the orange chicken, dynamite wings, chicken fried rice, any type of chow mein, egg rolls, tom yum soup, and basil chicken everything is yummy!",2021-01-24T05:33:26Z,,,,,,,,,"Northridge, Los Angeles, CA",56.0,,0.0,0.0,0.0
Yelp,4.0,Came here for lunch. Once of the best Thai food around. Tried to order sticky rice but it wasn't available. The dumpling is good. Make sure if you don't like spicy food tell them no chili because mild is still very spicy. Ordered the basil with beef it is really good.,2018-02-01T21:19:52Z,,,,,,,,,"Beverly Hills, CA",2.0,,1.0,0.0,0.0
Yelp,3.0,"I wanted this to be a 5 star review, but sadly, my expectations weren't met. The food took 45 minutes and the place wasn't even that busy! The food was mostly just OK. The wings were the best; excellent flavor! I'm going to try to duplicate them . I will definitely try them again for lunch. An $8 special really can't be beat!",2017-09-24T20:24:28Z,,,,,,,,,"Granada Hills, CA",224.0,,2.0,0.0,0.0
Yelp,1.0,"I've been a customer here for a cue of years and enjoyed eating here, but the customer service is very poor and the guy that sits in the front and takes the orders is rude and got upset and threw a fit because I order a meal 45 minutes before close. I figured the guy was having a bad day and didn't really look into it. But then another incident happened because I asked question and was polite and he blew up like he was irritated... I will never go back again.. Food is good but the customer service is bad",2021-10-12T03:46:09Z,,,,,,,,,"San Fernando, CA",9.0,,1.0,1.0,1.0
Yelp,3.0,"Average Thai place. Food was okay. Small place in strip center with very reasonable prices. Tip if you order curry with tofu, order it at least medium to give it some flavor. If you're in the mood for a quick Thai meal, this would be fine.",2019-09-21T03:04:47Z,,,,,,,,,"Stevenson Ranch, CA",466.0,,1.0,1.0,1.0
Yelp,5.0,Best Thai restaurant in the Valley! Great service! Great prices! They have both Thai and other options so you can go with the whole family! HIGHLY RECOMMEND!!! I had the Thai version of shrimp chow mein and the fried wontons and both were fabulous! My boyfriend had the spicy basil and loved it! We definitely will turn this place into a regular of ours.,2019-06-29T01:00:52Z,,,,,,,,,"Redlands, CA",18.0,,0.0,0.0,0.0
Yelp,5.0,"Ever since new owner , this is the best whole in the wall restaurant for thai food. The padthai is my favorite! I love the environment and the service! Great food",2018-09-13T22:23:30Z,,,,,,,,,"Sylmar, CA",9.0,,0.0,0.0,0.0
Yelp,3.0,"Was looking for a local Thai restaurant and ended up finding this place on Yelp. Questioned the fact that the place was empty, the food wasn't bad but wasn't amazing either. Ordered the pad see ew and thai iced tea. Have tasted better but if you're looking for a place to satisfy your basic thai food cravings, come here! Tried ordering the mango sticky rice dessert but found out that mangoes weren't in season AND they were not serving any desserts at that time.",2018-12-11T04:35:46Z,,,,,,,,,"Los Angeles, CA",26.0,,0.0,0.0,0.0
Yelp,5.0,best pad thai ive ever had in my life and amazing portions come back soon we miss you ):,2022-08-23T19:32:00Z,,,,,,,,,"Arleta, Los Angeles, CA",4.0,,0.0,0.0,0.0
Yelp,4.0,"It's very good but I noticed they tend to put a lot of veggies and not enough protein in meals. Last time I got tofu soup and it seemed like 25% tofu and rest veggies, and this time I got Mongolian beef and it's about the same ratio meat to veggies. I have to eat more protein as part of my diet, so was hoping for $10 it would be more meat. I do like the eggs rolls, rice, and fried won tons!",2020-06-19T02:56:40Z,,,,,,,,,"Granada Hills, Los Angeles, CA",32.0,,0.0,0.0,0.0
Yelp,5.0,Had the spicy padseew it was so good perfect spice level everything was fresh !! So glad I found this place it's a gem,2022-11-29T22:26:14Z,,,,,,,,,"Canoga Park, San Fernando Valley, CA",3.0,,0.0,0.0,0.0
Yelp,2.0,"Take out. Does that look appetizing? It's not. I know it's Thai beef jerky but trust me, done right, this could be the most savory and tasty dish. Sanamluang does it right. It's too skinny, stringy/dry and tasteless. It's suppose to come with a side of SAUCE. Also presentation...put it on a bed of lettuce with a side of tomatoes. The chicken yellow curry is decent. I seriously don't understand why you think this is edible.",2017-07-14T03:05:29Z,,,,,,,,,"Granada Hills, CA",73.0,,2.0,1.0,0.0
Yelp,3.0,"I had read that Spice Up Thai Eatery could make items vegan but I'm a bit iffie on that. I've ordered from this restaurant twice and I'm certain that non-vegan items found their way into my order, namely sauce, and perhaps more. If you have any dietary restrictions or allergies, I suggest you dine in. Maybe speaking to the servers will give you a better chance of having a properly cooked meal. I haven't eaten here with a meat eater so I can't comment on other dishes. Seems like average, ok Thai food.",2017-12-21T20:10:09Z,,,,,,,,,"Granada Hills, Los Angeles, CA",141.0,,0.0,1.0,0.0
Yelp,4.0,I knew the owner from my favorite Thai resturamt. Now she owns her own. I found the flavors as good as my favorite Thai restaurant. This one is closer and they make deliveries. Great for take out.,2017-11-23T02:22:24Z,,,,,,,,,"Granada Hills, CA",8.0,,0.0,0.0,2.0
Yelp,5.0,"Its hard for me not to order the Orange Chicken from Spice Up Thai every night! This place is great! I've eaten in, taken out, and ordered delivery from them without ever being disappointed. Some of my other favorites: Mongolian Beef, Cashew Nut Chicken, Spicy Beef Salad, and Dynamite Wings. Everyone who works there is always friendly and knowledgeable about the menu. My only disclaimer is this place is SERIOUS about spice, so be prepared for major HEAT is you order something spice. They also have great lunch specials for $8!! (You only get the free Tom Yum if you dine in)",2017-12-03T18:46:20Z,,,,,,,,,"Los Angeles, CA",28.0,,0.0,0.0,1.0
Yelp,5.0,You gotta love this restaurant. This is the fifth time I have had lunch here. The owner and servers are amazing! They gave me the 5 star treatment. The food is super tasty especially their Orange Chicken. I know that this is a typical item for most people but they REALLY do have great Orange Chicken! I also ordered other Thai dishes like Glass Noodle Salad and Beef Salad. Sooo good! I would definitely go back again and again!!,2017-09-26T19:55:51Z,,,,,,,,,"Los Angeles, CA",34.0,,1.0,0.0,0.0
Yelp,5.0,Just ordered Spicy Fried Rice and Red Curry from this Restaurant and it's so yummy!!!!! The owners are super nice . I drive from Van Nuys to pick up food from here for my work family just because it's just too good,2019-08-24T04:25:07Z,,,,,,,,,"Vallejo, CA",8.0,,1.0,0.0,1.0
Yelp,1.0,We went bc the rating was high. Went for lunch. Terrible terrible aweful food. Fried rice: no flavor and white. Potstickers: cold. Flavorless worst food. The comment the owner wrote below is wrong. I did not go w a group. I with one friend. They never asked how good was,2019-12-19T07:22:06Z,,,,,,,,,"PORTER RANCH, CA",23.0,,0.0,1.0,0.0
Yelp,5.0,"Super Yummy!!! Pad Thai & Crab Rangoons. Service was great, place is clean. Parking is a challenge due to small parking lot. Will be back.",2017-08-15T02:01:27Z,,,,,,,,,"Winter Haven, FL",50.0,,1.0,0.0,0.0
Yelp,5.0,"My family and I craved some Thai food during Covid Lockdown and our usual Thai place was closed that day. So we found Spice Up Thai Eatery, which was great. Friendly service, great tasty food and reasonable prices.",2020-06-05T22:04:03Z,,,,,,,,,"PORTER RANCH, CA",35.0,,0.0,0.0,0.0
Yelp,1.0,"TERRIBLE! I got the Pad See Ew with Beef and Shrimp My Gawd! Worst Pad See Ew I've had IN MY LIFE! Everything tasted old.. The noodles were dry and flavorless.. the beef was dry and chewy.. the 3 shrimp I paid an extra $2 for.. must have been old because it was Extra Fishy I just had Really good Pad 2 nights before, so I was excited to try it at another place... Boy do I regret that. I also got the ""Dynamite"" Chicken Wings There was surely nothing ""Dynamite"" about them! They taste like Yoshinoya's chicken wings, just as small, yet in a more watery spicier sauce. All around Epic Fail! This just goes to show You Can't Trust People's Reviews I could have went to at least 2 other nearby Thai places.. where I'm sure things couldn't have been any worse.. But this one had the highest rating (On Google Maps). (face palm) Not to mention, I asked for chopsticks from the boy at the register, his reply was ""I put two forks in the bag"".. . Forks and Chopsticks are Apparently the Same Thing Everybody! You learn something new everyday! Also the ambiance is more that of a Pizza Parlor than what the pics would lead you to believe, not that it's a bad thing. I gave it a 1 in hopes to even out this stupidly high score of theirs, it was really more of a 2. It didn't appear dirty, in the front at least, and the order was done quickly. Largely cuz no one was there... $23 down the drain I won't be back Edit: I'm the type of person to only review if the food was Amazing or TERRIBLE! Which is my right.. and The food here was Terrible! I made sure to read all the other low reviews before I commented. They All said the same thing.. ""chewy low quality beefy"" ""bland noodles"" ""no Thai flavors"".. I didn't lie about a Single thing. And I feel comfortable with everything I've said knowing your employees are ""thief's"" ""rude"" and ""lack attention to detail"". Yes again.. I've read Every single one of your bad reviews before I replied. You all can cry as much as you like while refusing to accept the fact you serve crappy food, but you still serve crappy food. Why would I want a repeat? I called you all in hopes you would actually change, because your food can't be of quality or fresh. I wrote my review to let Everyone know to not waste their money. And now I can add "" Management is rude and controlling, blaming customers for their faults"". You read Every comment made here yet you still serve the same crap with the same issues that can be read in each review. Shame on you! Oh and I ate the order piping hot, I burned my tongue lol.. It's my Favorite Thai dish, I've had it many times elsewhere.. How can your beef cooling make it so chewy and tough.. Or your shrimp so fishy (a sign it's gone bad). And thank you for confirming that your employee thought Chopsticks and Forks were interchangeable to an American wow.. If you would have remained quiet and let me have my opinion, I would have never had to add salt to the wound. Lastly, who cares if I'm bitter!? Bitter people eat too! Enjoy Bis!",2019-05-25T22:39:26Z,,,,,,,,,"Los Angeles, CA",9.0,,1.0,3.0,0.0
Yelp,4.0,I ate here yesterday because I had some time to kill before my hair appointment! I enjoyed the food and the price is very cheap! I got the Pad Thai lunch and it came with salad/ goyzas/ rice and pad Thai! I loved the noodles because it had so much flavor! I'm only putting 4 stars because the of the seating in the restaurant need to be updated as there were many tears in the booths! I would definitely come back if I have some time to kill at my next appointment!,2019-12-28T22:20:26Z,,,,,,,,,"Glendale, CA",51.0,,0.0,0.0,0.0
Yelp,5.0,"Very delicious food! We got chicken pad thai, soup, sweet and sour chicken, and edamame. The sweet and sour chicken was a little overly battered but it was very delicious. Only down side is the parking situation but that has nothing to do with the restaurant itself. The lot is quite small and there were a few men yelling as well as liquor bottles and pillows laying around the front door of the restaurant. Besides that inconvenience,the restaurant has amazing food and I would come again!",2020-12-08T07:43:37Z,,,,,,,,,"Granada Hills, CA",9.0,,0.0,0.0,0.0
Yelp,4.0,"Ok, so I have found another EXCELLENT spot for Pad Thai. I was there for the first time on Sunday this past weekend and was not disappointed. The portion was large and there was a good amount of chicken in the dish. The only problem I had was that they were not running their air conditioning. This IS a problem when it's nearly 100° outside and humid! (I seem to be finding this issue a lot lately). Oh, and the parking for the restaurant is absolutely terrible, there is a 7-11, a Subway, and a 2 for 1 Pizza Co. in the same tiny L-shaped strip mall. There are few spaces, they are very small and it's busy. But Spice Up, cannot help those things. So parking across the street might be an option if all the spaces are full, and they very likely will be. Given the situation with the A/C, I would recommend ordering to go or have them deliver if you are in their service area. (I have no direct experience with delivery from them). I will be back again. But maybe when it's cooler or they decide to run the air.",2017-07-18T08:05:07Z,,,,,,,,,"Port St. Lucie, FL",13.0,,1.0,0.0,0.0
Yelp,2.0,"This location used to be my favorite Thai Food restaurants in the San Fernando Valley, but something has gone terribly wrong. I ordered my favorite plate (Spicy Thai w/chicken) and the flavor was very unenjoyable. I don't know what happened to this place. My guess is that it's under new ownership with a different cook. I've had this dish in numerous restaurants so I know what it should taste like. The cook missed the mark by a long shot. They need to bring back the old cook, or send this one to get some lessons. * The service was good * The restaurant was clean * The food was nasty",2017-04-26T20:07:51Z,,,,,,,,,"Palmdale, CA",26.0,,2.0,0.0,0.0
Yelp,5.0,Love this spot. Orange Chicken lunch is great and so is their pork fried rice. The Tom Yum Chicken soup is the best here. It's close to my job but unfortunately the parking lot sucks. Worth it though.,2020-08-03T01:19:51Z,,,,,,,,,"Los Angeles, CA",20.0,,0.0,0.0,0.0
Yelp,5.0,"I wanted panang curry but I also wanted an abundance of mixed vegetables...I asked to modify the panang curry (with beef as my protein) adding MIXED vegetables. Chef gave me a few suggestions but I told him exactly what I liked and he made it work. SO DELICIOUS...Hope he sees this because I am going to order it again it was savory, lots of umami but still easy on the stomach due to all the vegetables. Thank you, it was lovely.",2020-07-23T22:54:28Z,,,,,,,,,"Hollywood, Los Angeles, CA",9.0,,0.0,0.0,0.0
Yelp,5.0,We can't get enough of this place. Even with 5 minutes to spare they honored the lunch special which comes with this amazing honey mustard like dressing that i pour over everything lol,2020-04-10T23:31:45Z,,,,,,,,,"Van Nuys, Los Angeles, CA",40.0,,0.0,0.0,0.0
Yelp,1.0,"I ordered pick up last night and had the worst experience ever. The food was honestly below average and I really am not the type to write bad reviews unless it's warranted. The Tom Yum tasted very sweet- It shouldn't taste sweet, it's a sour and spicy soup.... anyways. The shrimp in my tom tum was OLD. The pad see yew tasted like it was cooked in old oil and the noodles were all stuck together. The only dish I could stomach was the orange chicken and brown rice. The rest of it went in the trash and was a waste of money. Never returning.",2021-05-18T15:03:31Z,,,,,,,,,"Glendale, Los Angeles, CA",25.0,,1.0,1.0,0.0
Yelp,5.0,My partner and I always hit this place up when we're craving some good Thai food. The soups are some of the best I've ever had in any restaurant. Definitely recommend this spot. The food has a very delicious homemade flavor you just can't beat.,2019-05-26T01:25:12Z,,,,,,,,,"Mid Wilshire, Los Angeles, CA",4.0,,1.0,0.0,0.0
Yelp,1.0,"I'm not a fan of Spice Up Thai Eatery. I ordered the chicken pad Thai, orange chicken and egg rolls. The chicken pad thai was ok. The orange chicken was fried too crispy and i didn't like the sauce and the egg rolls are bland. If i do return it'll be for the chicken satay sticks that i thought was coming with this order but it didn't make it upon delivery.",2020-03-01T04:25:42Z,,,,,,,,,"Kagel Canyon, CA",51.0,,0.0,0.0,0.0
Yelp,3.0,The previous restaurant was better than this one - this Thai restaurant fails in comparison. Its meals are not as flavorful and the tofu isn't fried tofu. I don't even know if it was cooked tofu! It makes me sad because the location is so close to my house !,2017-10-26T05:16:25Z,,,,,,,,,"Simi Valley, CA",101.0,,0.0,0.0,0.0
Yelp,5.0,Best Thai food around!!! I love the staff they're always so fun to talk to and their food is so delicious and it comes out so fast!!,2019-06-05T23:16:49Z,,,,,,,,,"Las Vegas, NV",2.0,,1.0,0.0,0.0
Yelp,5.0,"Great place to grab a great bite to eat, Super friendly staff and always helpful when i cant decide what to get.",2019-06-05T23:09:58Z,,,,,,,,,"Granada Hills, Los Angeles, CA",1.0,,1.0,0.0,0.0
Yelp,5.0,"Great food! Great service, we are lucky to have found this gem in our new neighborhood. Only gripe is parking but totally worth it. Great orange chicken and pad see ew. Oh and pineapple fried rice!",2020-02-27T01:58:33Z,,,,,,,,,"Los Angeles, CA",40.0,,0.0,0.0,0.0
Yelp,5.0,"I recommend the Thai chicken basil dinner special . it comes with chicken delicious dumplings ,rice ,and a drink I recommend the Thai ice tea of course never fails .",2020-09-19T04:32:46Z,,,,,,,,,"Granada Hills, Los Angeles, CA",15.0,,0.0,0.0,0.0
